,time,pod_name,mean_cpu_usage_nanocores,mean_memory_working_set_bytes
269945,1687680000000000000,kibana-kibana-5d996f756d-f9pwp,62033717.733333334,833534976.0
270997,1687678200000000000,kibana-kibana-5d996f756d-f9pwp,70630065.08333333,831689113.6
272049,1687676400000000000,kibana-kibana-5d996f756d-f9pwp,69721316.21666667,832486673.0666667
273096,1687674600000000000,kibana-kibana-5d996f756d-f9pwp,58406806.65,829760238.9333333
274101,1687672800000000000,kibana-kibana-5d996f756d-f9pwp,69021581.48333333,829738666.6666666
275151,1687671000000000000,kibana-kibana-5d996f756d-f9pwp,57578872.65,829751773.8666667
276203,1687669200000000000,kibana-kibana-5d996f756d-f9pwp,69811825.25,831293303.4666667
277241,1687667400000000000,kibana-kibana-5d996f756d-f9pwp,60707730.35,830387677.8666667
278288,1687665600000000000,kibana-kibana-5d996f756d-f9pwp,63950493.733333334,829043848.5333333
279339,1687663800000000000,kibana-kibana-5d996f756d-f9pwp,59693952.083333336,827654007.4666667
280392,1687662000000000000,kibana-kibana-5d996f756d-f9pwp,70532759.45,827904682.6666666
281437,1687660200000000000,kibana-kibana-5d996f756d-f9pwp,60701198.86666667,832673314.1333333
282486,1687658400000000000,kibana-kibana-5d996f756d-f9pwp,75516324.53333333,831121271.4666667
283536,1687656600000000000,kibana-kibana-5d996f756d-f9pwp,63244215.266666666,831617570.1333333
284578,1687654800000000000,kibana-kibana-5d996f756d-f9pwp,55561451.81666667,830355456.0
285631,1687653000000000000,kibana-kibana-5d996f756d-f9pwp,63460102.833333336,831538039.4666667
286679,1687651200000000000,kibana-kibana-5d996f756d-f9pwp,53995491.25,830329719.4666667
287698,1687649400000000000,kibana-kibana-5d996f756d-f9pwp,57600642.65,828610764.8
288753,1687647600000000000,kibana-kibana-5d996f756d-f9pwp,62589700.5,824968669.8666667
289805,1687645800000000000,kibana-kibana-5d996f756d-f9pwp,57312490.43333333,831311803.7333333
290861,1687644000000000000,kibana-kibana-5d996f756d-f9pwp,62954048.016666666,831373858.1333333
291914,1687642200000000000,kibana-kibana-5d996f756d-f9pwp,57215171.53333333,831629926.4
292970,1687640400000000000,kibana-kibana-5d996f756d-f9pwp,57006845.666666664,831345254.4
294030,1687638600000000000,kibana-kibana-5d996f756d-f9pwp,56376062.03333333,831382937.6
